"","SalePrice","YearBuilt","YrSold","MonthSold","Size.sqf.","Floor","HallwayType","HeatingType","AptManageType","N_Parkinglot.Ground.","N_Parkinglot.Basement.","TimeToBusStop","TimeToSubway","N_APT","N_manager","N_elevators","SubwayStation","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle.","N_SchoolNearBy.High.","N_SchoolNearBy.University.","N_FacilitiesInApt","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Total."
"5203",455752,2007,2016,11,1690,5,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"5204",394690,2015,2016,11,910,13,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5205",287610,2006,2016,11,818,21,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"5207",265486,2006,2016,11,818,3,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"5209",269911,2015,2016,11,644,8,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5211",291150,2015,2016,11,644,16,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5212",279646,2015,2016,11,644,24,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5214",463716,2014,2016,11,1291,3,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5216",290265,2008,2016,11,829,9,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"5217",154159,1992,2016,11,644,19,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"5222",207964,2005,2016,11,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"5223",243362,1993,2016,11,914,24,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"5224",85840,1992,2016,11,576,2,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"5226",81415,1992,2016,11,355,7,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"5227",314159,2007,2016,11,1103,6,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"5230",334513,2014,2016,11,910,27,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5233",159292,1992,2016,11,644,18,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"5235",300884,2014,2016,11,846,1,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5236",341150,2014,2016,11,914,29,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5237",331415,2008,2016,11,914,19,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"5238",265486,2014,2016,11,644,19,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5239",271681,2005,2016,11,914,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"5240",324778,2007,2016,11,1103,7,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"5241",272566,2005,2016,11,914,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"5242",268141,2014,2016,11,644,24,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5245",238938,1986,2016,11,914,11,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"5247",247787,1986,2016,11,1131,1,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"5248",267247,1986,2016,11,1131,5,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"5249",128318,1997,2016,12,558,2,"mixed","individual_heating","management_in_trust",82,56,"5min~10min","15min~20min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"5252",264601,2013,2016,12,644,9,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"5253",311061,2006,2016,12,910,19,"terraced","individual_heating","management_in_trust",111,184,"5min~10min","10min~15min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"5254",134513,1985,2016,12,587,6,"corridor","individual_heating","self_management",80,76,"0~5min","5min~10min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4
"5255",405309,2007,2016,12,1483,22,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"5256",154867,1986,2016,12,910,5,"corridor","individual_heating","management_in_trust",100,18,"0~5min","5min~10min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"5257",386725,2015,2016,12,910,13,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5259",287610,2015,2016,12,644,12,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5260",371681,2015,2016,12,910,4,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5261",336283,2015,2016,12,910,13,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5262",329646,2015,2016,12,910,13,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5263",394690,2015,2016,12,910,25,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5266",137168,1992,2016,12,644,1,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"5267",252212,1993,2016,12,914,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"5268",353982,1993,2016,12,2337,21,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"5271",265486,2014,2016,12,640,16,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5272",305309,2007,2016,12,914,29,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"5274",193805,2005,2016,12,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"5275",366371,2014,2016,12,914,18,"terraced","individual_heating","management_in_trust",467,203,"0~5min","0-5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"5276",371681,2014,2016,12,914,19,"terraced","individual_heating","management_in_trust",467,203,"0~5min","0-5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"5277",409734,2007,2016,12,1366,13,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"5278",262831,2005,2016,12,914,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"5279",265486,2014,2016,12,640,11,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5280",84070,2014,2016,12,273,16,"corridor","individual_heating","management_in_trust",11,108,"0~5min","5min~10min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"5281",340707,2014,2016,12,914,4,"terraced","individual_heating","management_in_trust",467,203,"0~5min","0-5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"5282",268141,2014,2016,12,640,11,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5283",338938,2007,2016,12,868,8,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"5284",495575,2007,2016,12,1643,31,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"5286",283185,2006,2016,12,903,8,"terraced","individual_heating","management_in_trust",123,181,"5min~10min","0-5min",3,3,11,"Myung-duk",3,1,1,1,2,0,4,3,3,1,4,8,11
"5288",212389,1978,2016,12,903,2,"corridor","individual_heating","self_management",87,0,"0~5min","0-5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"5289",196460,1978,2016,12,779,1,"corridor","individual_heating","self_management",87,0,"0~5min","0-5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"5290",460176,2007,2016,12,1387,23,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"5291",265486,2013,2017,1,644,18,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"5292",247787,2006,2017,1,811,7,"terraced","individual_heating","management_in_trust",111,184,"5min~10min","10min~15min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"5294",284955,2006,2017,1,818,20,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"5295",317699,2015,2017,1,910,11,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5298",119469,1992,2017,1,640,15,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"5299",292035,2008,2017,1,829,12,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"5300",263716,2014,2017,1,644,28,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5301",121238,1992,2017,1,576,11,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"5302",185840,1992,2017,1,914,5,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"5303",105309,2014,2017,1,288,8,"corridor","individual_heating","management_in_trust",11,108,"0~5min","5min~10min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"5304",202654,2005,2017,1,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"5306",362566,2014,2017,1,914,29,"terraced","individual_heating","management_in_trust",467,203,"0~5min","0-5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"5307",320353,2005,2017,1,1184,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"5308",74955,2014,2017,1,213,15,"corridor","individual_heating","management_in_trust",11,108,"0~5min","5min~10min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"5309",331858,2008,2017,1,914,19,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"5310",345132,2014,2017,1,914,23,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5313",336283,2015,2017,1,839,14,"terraced","individual_heating","management_in_trust",102,400,"0~5min","5min~10min",6,5,10,"Daegu",3,2,1,1,0,0,3,3,3,2,7,7,11
"5314",564601,2007,2017,1,1928,33,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"5315",174601,1997,2017,2,644,9,"mixed","individual_heating","management_in_trust",82,56,"5min~10min","15min~20min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"5316",294690,2009,2017,2,910,14,"terraced","individual_heating","management_in_trust",25,203,"0~5min","no_bus_stop_nearby",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"5318",371681,2013,2017,2,907,35,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"5319",362831,2013,2017,2,910,3,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"5321",247787,2006,2017,2,636,16,"terraced","individual_heating","management_in_trust",111,184,"5min~10min","10min~15min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"5322",57522,2014,2017,2,156,14,"corridor","individual_heating","self_management",0,218,"10min~15min","5min~10min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"5324",97345,1986,2017,2,451,7,"corridor","individual_heating","management_in_trust",100,18,"0~5min","5min~10min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"5325",109734,1986,2017,2,508,11,"corridor","individual_heating","management_in_trust",100,18,"0~5min","5min~10min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"5326",300884,2015,2017,2,910,18,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5327",318584,2006,2017,2,914,9,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"5328",376106,2015,2017,2,910,24,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5332",296460,2015,2017,2,644,24,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5333",369026,2015,2017,2,910,7,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5335",349557,2015,2017,2,910,2,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5336",362831,2015,2017,2,914,29,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5337",362831,2014,2017,2,914,7,"terraced","individual_heating","management_in_trust",467,203,"0~5min","0-5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"5338",349557,2014,2017,2,914,5,"terraced","individual_heating","management_in_trust",467,203,"0~5min","0-5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"5340",324778,2014,2017,2,843,18,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5341",323008,2014,2017,2,914,4,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5344",269911,2005,2017,2,914,12,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"5345",361946,2014,2017,2,914,16,"terraced","individual_heating","management_in_trust",467,203,"0~5min","0-5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"5346",261061,2014,2017,2,640,11,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5347",272566,2014,2017,2,644,11,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5348",180530,1993,2017,2,644,9,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"5349",178761,1993,2017,2,644,16,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"5353",155752,1992,2017,2,644,9,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"5354",203539,1992,2017,2,914,12,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"5355",132743,1992,2017,2,640,7,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"5356",242477,2005,2017,2,743,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"5357",263716,2014,2017,2,640,17,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5358",315929,2008,2017,2,914,14,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"5359",256637,2014,2017,2,640,7,"terraced","individual_heating","management_in_trust",90,1174,"0~5min","0-5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"5360",363716,1986,2017,2,1796,4,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"5361",237168,1986,2017,2,914,6,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"5362",296460,2006,2017,2,903,14,"terraced","individual_heating","management_in_trust",123,181,"5min~10min","0-5min",3,3,11,"Myung-duk",3,1,1,1,2,0,4,3,3,1,4,8,11
"5363",228318,1978,2017,2,903,9,"corridor","individual_heating","self_management",87,0,"0~5min","0-5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"5364",345132,2007,2017,2,868,20,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"5365",469026,2007,2017,2,1519,8,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"5366",349557,2007,2017,2,868,17,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"5367",176991,1978,2017,2,903,2,"corridor","individual_heating","self_management",87,0,"0~5min","0-5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"5370",261061,2006,2017,2,903,8,"terraced","individual_heating","management_in_trust",123,181,"5min~10min","0-5min",3,3,11,"Myung-duk",3,1,1,1,2,0,4,3,3,1,4,8,11
"5374",283185,2006,2017,3,910,5,"terraced","individual_heating","management_in_trust",111,184,"5min~10min","10min~15min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"5375",254867,2006,2017,3,636,11,"terraced","individual_heating","management_in_trust",111,184,"5min~10min","10min~15min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"5378",414159,2007,2017,3,1483,22,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"5379",194690,1986,2017,3,910,5,"corridor","individual_heating","management_in_trust",100,18,"0~5min","5min~10min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"5380",303539,2015,2017,3,644,16,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5381",376106,2006,2017,3,1149,19,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"5382",451327,2015,2017,3,1035,4,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5384",392035,2015,2017,3,910,17,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5385",300884,2015,2017,3,644,8,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"5386",353982,2015,2017,3,910,2,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min","5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
